sector,classe,pressure_avg,pressure_min,pressure_max,pressure_std,pressure_in,pressure_out,delta_p,ilp,volume_loss
SEC_017,FUITE,2.036,0.988,2.433,0.643,3.468,0.622,2.846,13.104,0.313
SEC_013,FUITE,2.821,1.866,3.205,0.608,3.636,1.997,1.639,18.955,0.3354
SEC_015,NORMAL,3.462,2.818,3.905,0.142,3.498,3.21,0.288,2.094,0.0224
SEC_013,NORMAL,3.64,3.093,4.187,0.142,3.813,3.459,0.354,1.401,0.0544
SEC_007,NORMAL,3.532,3.111,4.105,0.089,3.589,3.431,0.158,2.447,0.027
SEC_010,NORMAL,3.319,2.736,3.721,0.066,3.397,3.244,0.153,1.935,0.0775
SEC_002,NORMAL,3.882,3.362,4.391,0.126,4.083,3.785,0.299,3.19,0.0732
SEC_006,FUITE,2.283,1.145,2.619,0.42,3.364,1.259,2.105,21.02,0.2245
SEC_002,SUSPECT,2.654,2.004,3.316,0.183,3.043,2.345,0.698,6.756,0.1164
SEC_016,NORMAL,3.342,2.867,3.656,0.056,3.3,3.282,0.018,1.656,0.0263
SEC_011,NORMAL,3.629,3.234,4.018,0.139,3.705,3.518,0.187,2.647,0.0505
SEC_011,FUITE,3.025,1.864,3.502,0.54,4.662,1.355,3.307,16.753,0.335
SEC_002,NORMAL,3.649,3.049,3.919,0.099,3.616,3.577,0.038,2.83,0.046
SEC_010,NORMAL,3.723,3.126,4.18,0.072,3.744,3.673,0.07,3.015,0.0724
SEC_008,NORMAL,3.524,2.98,3.85,0.107,3.508,3.505,0.002,2.348,0.0117
SEC_011,NORMAL,3.295,2.704,3.75,0.129,3.308,3.121,0.187,4.811,0.0535
SEC_006,FUITE,2.513,1.033,3.01,0.689,3.443,1.601,1.842,22.216,0.3289
SEC_011,SUSPECT,2.932,2.192,3.241,0.281,3.38,2.345,1.035,6.388,0.1035
SEC_014,NORMAL,3.64,3.12,4.049,0.098,3.739,3.534,0.206,2.839,0.0526
SEC_014,SUSPECT,2.972,2.459,3.495,0.333,3.801,2.35,1.451,9.153,0.1062
SEC_018,NORMAL,3.265,2.94,3.923,0.113,3.567,3.199,0.368,1.949,0.0662
SEC_020,NORMAL,3.583,3.099,4.111,0.136,3.833,3.466,0.367,3.777,0.0482
SEC_011,NORMAL,3.477,2.945,4.071,0.058,3.675,3.341,0.334,3.412,0.0102
SEC_019,NORMAL,3.881,3.444,4.215,0.113,3.981,3.81,0.171,5.917,0.0463
SEC_016,NORMAL,3.516,3.165,4.039,0.129,3.662,3.39,0.272,3.62,0.0358
SEC_014,NORMAL,3.166,2.858,3.751,0.057,3.366,3.167,0.199,3.313,0.0512
SEC_010,NORMAL,3.485,3.126,3.971,0.11,3.576,3.463,0.112,2.477,0.0154
SEC_004,SUSPECT,3.28,2.331,3.733,0.295,3.523,3.045,0.478,8.669,0.1487
SEC_017,NORMAL,3.502,2.97,4.012,0.101,3.649,3.365,0.284,3.23,0.017
SEC_016,NORMAL,4.0,3.6,4.417,0.053,4.054,3.825,0.229,5.13,0.0606
SEC_002,SUSPECT,3.156,2.583,3.731,0.155,3.82,2.427,1.393,6.296,0.1176
SEC_001,NORMAL,3.535,2.983,3.917,0.121,3.73,3.333,0.398,3.879,0.0124
SEC_002,NORMAL,3.417,2.926,3.714,0.139,3.495,3.291,0.204,4.092,0.0132
SEC_015,FUITE,3.453,2.28,3.958,0.391,4.616,2.251,2.365,13.579,0.2486
SEC_003,NORMAL,3.821,3.4,4.342,0.078,3.934,3.672,0.262,5.666,0.0779
SEC_017,SUSPECT,2.949,2.361,3.419,0.222,3.653,2.225,1.429,9.862,0.1086
SEC_013,NORMAL,3.136,2.783,3.865,0.056,3.462,3.103,0.359,0.979,0.0767
SEC_007,SUSPECT,3.184,2.491,3.82,0.309,3.934,2.556,1.379,7.73,0.1697
SEC_003,NORMAL,3.302,2.925,3.677,0.066,3.307,3.291,0.016,2.154,0.0417
SEC_007,FUITE,2.749,1.533,3.339,0.411,4.271,1.236,3.034,19.641,0.4014
SEC_004,NORMAL,3.622,3.251,4.179,0.147,3.808,3.416,0.391,3.589,0.0214
SEC_015,SUSPECT,3.426,2.665,3.82,0.287,3.895,2.908,0.987,7.135,0.1544
SEC_013,NORMAL,3.713,3.195,4.229,0.115,3.741,3.643,0.098,5.478,0.017
SEC_016,NORMAL,3.6,3.289,4.03,0.147,3.631,3.603,0.028,3.472,0.0484
SEC_016,SUSPECT,2.506,1.791,3.173,0.177,3.162,1.868,1.294,9.037,0.1689
SEC_002,FUITE,2.656,1.169,2.975,0.709,4.006,1.288,2.719,11.82,0.2587
SEC_004,NORMAL,3.416,3.06,3.873,0.116,3.544,3.241,0.303,2.326,0.0333
SEC_015,NORMAL,2.978,2.604,3.278,0.084,3.106,2.766,0.339,3.436,0.0683
SEC_005,NORMAL,3.512,3.097,4.142,0.072,3.712,3.424,0.287,1.448,0.0501
SEC_009,NORMAL,3.556,2.922,3.986,0.099,3.606,3.432,0.174,3.86,0.0116
SEC_012,NORMAL,3.446,2.884,3.963,0.131,3.521,3.296,0.225,3.123,0.077
SEC_001,SUSPECT,3.291,2.534,3.579,0.221,3.905,2.601,1.303,8.204,0.1104
SEC_016,NORMAL,3.618,3.023,3.938,0.128,3.77,3.452,0.318,2.299,0.047
SEC_017,NORMAL,3.547,3.165,3.817,0.115,3.576,3.376,0.2,3.861,0.0197
SEC_007,SUSPECT,2.888,1.97,3.396,0.295,3.545,2.141,1.404,8.874,0.1629
SEC_009,SUSPECT,2.879,2.291,3.6,0.206,3.104,2.702,0.402,6.621,0.1551
SEC_019,NORMAL,3.396,3.025,3.877,0.082,3.474,3.31,0.164,5.22,0.0639
SEC_009,NORMAL,3.642,3.336,4.232,0.065,3.705,3.588,0.117,1.991,0.0121
SEC_019,NORMAL,3.735,3.121,4.018,0.129,3.697,3.563,0.134,5.387,0.0531
SEC_019,FUITE,2.107,0.906,2.461,0.428,3.407,0.768,2.64,15.318,0.3891
SEC_006,NORMAL,3.558,3.037,4.179,0.122,3.672,3.502,0.17,3.203,0.0633
SEC_015,NORMAL,3.346,2.899,3.82,0.149,3.414,3.414,0.0,1.636,0.0232
SEC_016,NORMAL,3.431,2.954,3.897,0.103,3.491,3.452,0.039,4.881,0.0497
SEC_007,NORMAL,3.699,3.379,4.21,0.095,3.709,3.66,0.049,2.84,0.0196
SEC_003,NORMAL,3.779,3.119,4.051,0.053,3.818,3.603,0.215,5.71,0.0517
SEC_015,FUITE,2.975,2.077,3.242,0.734,4.448,1.542,2.906,11.523,0.1843
SEC_010,NORMAL,3.87,3.358,4.142,0.104,3.902,3.777,0.125,2.286,0.0454
SEC_002,NORMAL,3.314,2.954,3.809,0.084,3.421,3.218,0.203,4.555,0.0239
SEC_015,NORMAL,2.989,2.638,3.491,0.125,3.103,2.949,0.155,4.958,0.0224
SEC_016,NORMAL,3.615,2.969,4.072,0.087,3.574,3.542,0.032,2.687,0.0227
SEC_012,NORMAL,3.859,3.367,4.412,0.076,3.913,3.718,0.195,2.849,0.0403
SEC_018,NORMAL,3.581,3.006,3.962,0.111,3.707,3.357,0.35,4.876,0.0521
SEC_012,NORMAL,3.528,2.948,3.934,0.08,3.526,3.505,0.021,4.875,0.0347
SEC_012,NORMAL,3.86,3.441,4.158,0.1,3.978,3.735,0.243,5.383,0.0381
SEC_008,FUITE,2.599,1.39,2.81,0.775,3.949,1.12,2.829,16.958,0.2751
SEC_012,NORMAL,3.385,2.849,3.721,0.075,3.36,3.353,0.007,4.855,0.0533
SEC_009,NORMAL,3.807,3.314,4.327,0.12,3.957,3.704,0.254,1.359,0.0647
SEC_006,NORMAL,3.604,3.276,4.172,0.114,3.747,3.521,0.226,1.936,0.0743
SEC_001,SUSPECT,2.871,2.356,3.251,0.173,3.574,2.255,1.319,8.437,0.1142
SEC_006,NORMAL,3.556,3.185,4.06,0.072,3.745,3.426,0.319,1.948,0.0605
SEC_019,NORMAL,3.424,2.792,3.898,0.148,3.462,3.311,0.152,4.41,0.0213
SEC_003,FUITE,3.13,2.3,3.554,0.588,4.328,2.07,2.258,15.91,0.33
SEC_014,NORMAL,3.514,3.098,3.945,0.064,3.506,3.48,0.026,5.139,0.0612
SEC_005,NORMAL,3.42,2.984,3.996,0.058,3.512,3.319,0.193,3.601,0.0524
SEC_018,NORMAL,3.444,3.133,3.994,0.098,3.632,3.504,0.127,5.166,0.058
SEC_008,NORMAL,3.501,2.987,3.793,0.056,3.55,3.395,0.155,2.421,0.0261
SEC_011,FUITE,2.147,1.184,2.757,0.497,3.936,0.469,3.467,13.101,0.2078
SEC_003,NORMAL,3.2,2.754,3.753,0.125,3.277,3.031,0.247,5.086,0.0451
SEC_001,FUITE,1.598,0.899,2.043,0.769,3.416,0.057,3.359,10.74,0.4289
SEC_018,NORMAL,3.77,3.288,4.241,0.138,3.936,3.596,0.34,4.504,0.0228
SEC_016,FUITE,3.596,2.313,4.158,0.413,4.733,2.431,2.302,11.631,0.3272
SEC_017,NORMAL,3.772,3.457,4.334,0.055,3.881,3.747,0.134,4.68,0.0654
SEC_017,NORMAL,3.715,3.1,4.074,0.114,3.767,3.604,0.163,3.032,0.0586
SEC_016,NORMAL,3.506,3.033,3.92,0.121,3.655,3.338,0.317,3.399,0.07
SEC_013,FUITE,2.197,0.676,2.605,0.463,3.254,1.043,2.21,12.945,0.3665
SEC_019,SUSPECT,3.65,2.603,4.13,0.33,4.229,2.966,1.262,9.093,0.1727
SEC_012,NORMAL,3.328,2.934,3.858,0.06,3.451,3.159,0.291,6.05,0.0499
SEC_005,NORMAL,3.751,3.284,4.0,0.086,3.781,3.525,0.257,2.568,0.0656
SEC_004,NORMAL,3.689,3.355,4.144,0.134,3.847,3.537,0.311,2.568,0.0561
SEC_001,NORMAL,3.098,2.688,3.613,0.055,3.275,3.13,0.145,5.27,0.0358
SEC_010,NORMAL,3.12,2.75,3.489,0.132,3.16,3.06,0.1,5.687,0.0749
SEC_020,NORMAL,3.407,3.035,3.797,0.111,3.536,3.404,0.132,3.656,0.0191
SEC_016,NORMAL,3.196,2.923,3.545,0.086,3.256,3.198,0.057,1.492,0.0714
SEC_006,SUSPECT,3.239,2.538,3.763,0.162,3.989,2.578,1.411,6.064,0.1714
SEC_020,FUITE,2.625,1.272,3.099,0.418,4.152,1.128,3.024,20.488,0.3266
SEC_003,NORMAL,3.613,3.028,4.199,0.097,3.665,3.563,0.101,2.783,0.072
SEC_008,SUSPECT,3.688,3.143,4.215,0.206,4.033,3.317,0.717,9.525,0.116
SEC_008,SUSPECT,2.976,2.512,3.672,0.305,3.449,2.59,0.859,10.08,0.1536
SEC_014,NORMAL,3.566,3.253,3.923,0.079,3.736,3.427,0.31,5.823,0.0283
SEC_005,SUSPECT,3.083,2.4,3.703,0.273,3.604,2.676,0.928,8.946,0.098
SEC_008,NORMAL,3.41,3.005,3.678,0.13,3.488,3.237,0.252,5.226,0.0588
SEC_016,NORMAL,3.229,2.979,3.811,0.098,3.363,3.201,0.162,3.074,0.0539
SEC_004,NORMAL,3.648,3.186,4.151,0.067,3.668,3.544,0.125,1.262,0.0638
SEC_003,NORMAL,3.487,3.104,4.063,0.131,3.614,3.511,0.103,4.28,0.0338
SEC_012,NORMAL,3.573,3.109,3.967,0.113,3.598,3.501,0.097,2.464,0.0729
SEC_003,NORMAL,3.232,2.816,3.772,0.127,3.379,2.99,0.389,5.285,0.0286
SEC_010,NORMAL,3.561,2.867,3.882,0.117,3.621,3.297,0.324,5.339,0.067
SEC_009,SUSPECT,3.268,2.735,3.767,0.236,3.587,3.06,0.526,8.494,0.1018
SEC_008,NORMAL,3.529,3.274,4.001,0.142,3.726,3.553,0.172,2.296,0.0489
SEC_014,FUITE,2.341,0.929,2.869,0.509,3.529,1.318,2.212,22.371,0.3815
SEC_014,NORMAL,3.513,2.928,4.084,0.1,3.502,3.466,0.036,5.43,0.0547
SEC_002,NORMAL,3.432,3.143,4.046,0.091,3.536,3.518,0.018,5.342,0.0767
SEC_009,NORMAL,3.565,3.012,3.925,0.066,3.745,3.433,0.313,4.523,0.0653
SEC_011,SUSPECT,2.961,2.06,3.242,0.289,3.617,2.182,1.435,8.517,0.0948
SEC_010,NORMAL,3.708,3.316,4.136,0.111,3.86,3.574,0.287,5.519,0.0162
SEC_020,FUITE,2.415,1.589,3.004,0.517,3.986,0.869,3.117,14.621,0.4182
SEC_019,NORMAL,3.675,3.308,4.194,0.081,3.778,3.519,0.259,0.613,0.0443
SEC_014,SUSPECT,3.345,2.601,3.834,0.243,4.018,2.557,1.461,8.949,0.1444
SEC_007,SUSPECT,3.549,2.704,4.13,0.311,4.25,2.759,1.49,7.11,0.1765
SEC_009,SUSPECT,3.223,2.515,3.676,0.165,3.961,2.504,1.457,7.409,0.0809
SEC_009,NORMAL,3.467,3.218,4.058,0.093,3.567,3.508,0.059,1.292,0.0549
SEC_016,SUSPECT,2.913,2.138,3.246,0.159,3.13,2.641,0.489,8.445,0.0936
SEC_011,NORMAL,3.494,2.96,3.975,0.137,3.45,3.443,0.007,4.057,0.0609
SEC_002,NORMAL,3.463,3.056,3.805,0.106,3.65,3.276,0.373,2.633,0.0777
SEC_011,FUITE,1.469,0.324,2.048,0.721,2.988,-0.004,2.991,13.067,0.4166
SEC_002,NORMAL,3.609,3.099,3.979,0.133,3.715,3.483,0.231,4.871,0.0537
SEC_020,FUITE,1.812,0.664,2.4,0.559,3.298,0.396,2.902,21.031,0.3588
SEC_008,NORMAL,3.576,3.252,4.136,0.13,3.766,3.402,0.364,3.947,0.0436
SEC_010,NORMAL,3.187,2.701,3.737,0.074,3.255,3.177,0.077,2.451,0.0744
SEC_004,FUITE,1.937,0.589,2.431,0.375,3.294,0.439,2.855,14.865,0.3063
SEC_003,NORMAL,3.726,3.339,4.309,0.127,3.834,3.678,0.156,4.195,0.0787
SEC_019,NORMAL,3.491,3.195,3.923,0.064,3.537,3.52,0.017,2.55,0.0536
SEC_002,NORMAL,3.456,2.869,3.961,0.102,3.494,3.394,0.099,1.538,0.0397
SEC_009,NORMAL,3.503,3.013,4.025,0.102,3.528,3.45,0.078,3.785,0.0667
SEC_008,SUSPECT,3.29,2.666,3.761,0.325,4.023,2.652,1.371,7.236,0.1696
SEC_009,NORMAL,3.879,3.29,4.254,0.082,3.89,3.835,0.055,1.198,0.0412
SEC_006,SUSPECT,3.239,2.587,4.0,0.296,3.953,2.661,1.293,9.228,0.1482
SEC_008,NORMAL,3.442,2.94,3.997,0.119,3.591,3.364,0.227,3.184,0.0673
SEC_016,NORMAL,3.606,3.056,3.845,0.068,3.608,3.382,0.226,3.042,0.0189
SEC_013,NORMAL,3.43,3.07,3.838,0.116,3.55,3.408,0.142,1.595,0.0673
SEC_018,SUSPECT,2.88,2.312,3.236,0.31,3.251,2.601,0.65,6.546,0.082
SEC_019,SUSPECT,3.191,2.286,3.57,0.184,3.646,2.711,0.935,9.048,0.1574
SEC_001,NORMAL,3.242,2.849,3.722,0.122,3.304,3.184,0.12,1.829,0.0203
SEC_002,NORMAL,3.372,3.038,3.859,0.106,3.382,3.334,0.048,2.438,0.0221
SEC_018,FUITE,2.438,0.949,2.814,0.566,3.624,1.264,2.36,20.399,0.3312
SEC_013,SUSPECT,3.264,2.343,3.77,0.168,3.711,2.604,1.107,6.959,0.1214
SEC_009,SUSPECT,3.525,2.708,3.787,0.199,4.071,2.857,1.214,9.694,0.0937
SEC_013,SUSPECT,2.423,1.485,2.822,0.242,3.122,1.804,1.318,8.859,0.0859
SEC_020,NORMAL,3.721,3.248,4.21,0.137,3.85,3.682,0.168,3.856,0.0453
SEC_017,NORMAL,3.414,3.064,4.0,0.126,3.54,3.382,0.158,3.884,0.0631
SEC_013,NORMAL,3.339,3.007,3.842,0.076,3.4,3.277,0.123,4.448,0.022
SEC_017,SUSPECT,3.022,2.065,3.378,0.3,3.617,2.444,1.173,9.429,0.1144
SEC_001,NORMAL,3.65,3.223,4.055,0.139,3.866,3.557,0.309,5.637,0.0144
SEC_013,NORMAL,3.593,2.963,4.004,0.141,3.611,3.367,0.243,1.757,0.018
SEC_015,FUITE,2.934,1.668,3.392,0.443,4.671,1.193,3.478,22.631,0.339
SEC_004,NORMAL,3.726,3.345,4.161,0.067,3.871,3.489,0.383,1.673,0.042
SEC_010,NORMAL,3.18,2.691,3.716,0.087,3.378,3.116,0.262,2.129,0.0144
SEC_011,NORMAL,3.577,2.885,3.823,0.147,3.648,3.268,0.38,6.078,0.0707
SEC_006,SUSPECT,3.307,2.399,4.015,0.291,3.89,2.812,1.078,9.497,0.1047
SEC_017,NORMAL,3.684,3.171,4.137,0.095,3.92,3.609,0.311,2.911,0.0208
SEC_003,NORMAL,3.576,3.108,4.127,0.082,3.767,3.409,0.359,1.204,0.012
SEC_003,NORMAL,3.523,3.079,3.832,0.1,3.445,3.394,0.051,5.116,0.0532
SEC_004,NORMAL,3.831,3.273,4.292,0.064,3.915,3.611,0.304,5.216,0.052
SEC_020,NORMAL,3.592,3.034,4.002,0.104,3.659,3.474,0.185,2.587,0.0314
SEC_010,FUITE,2.519,1.273,2.899,0.795,3.416,1.684,1.732,12.41,0.2152
SEC_009,NORMAL,3.551,3.013,4.0,0.066,3.688,3.419,0.269,2.09,0.045
SEC_010,SUSPECT,3.493,2.832,3.982,0.229,3.825,3.17,0.656,7.441,0.0871
SEC_011,SUSPECT,3.257,2.49,3.866,0.151,3.415,2.97,0.445,10.05,0.0945
SEC_019,FUITE,2.408,1.197,2.792,0.482,3.827,0.865,2.962,21.352,0.4401
SEC_007,SUSPECT,2.884,2.142,3.327,0.296,3.169,2.672,0.498,7.482,0.1711
SEC_019,NORMAL,3.536,3.069,4.092,0.087,3.624,3.568,0.056,5.413,0.0625
SEC_014,NORMAL,3.374,2.955,3.745,0.12,3.488,3.211,0.277,3.098,0.0195
SEC_004,SUSPECT,3.17,2.609,3.566,0.187,3.799,2.607,1.191,8.286,0.1548
SEC_007,NORMAL,3.362,2.976,3.851,0.072,3.532,3.219,0.313,2.141,0.0201
SEC_016,NORMAL,3.73,3.229,4.168,0.133,3.84,3.772,0.068,6.15,0.0471
SEC_016,NORMAL,3.545,3.067,3.861,0.081,3.651,3.374,0.277,1.353,0.0439
SEC_006,NORMAL,3.64,3.201,3.991,0.06,3.768,3.428,0.339,2.87,0.0408
SEC_014,SUSPECT,2.955,2.44,3.402,0.163,3.366,2.544,0.822,9.189,0.1713
SEC_013,FUITE,2.272,0.947,2.718,0.7,3.816,0.741,3.074,19.537,0.4066
SEC_018,NORMAL,3.225,2.608,3.566,0.107,3.208,3.142,0.065,4.507,0.0703
SEC_006,NORMAL,3.697,3.27,4.254,0.126,3.771,3.595,0.176,5.327,0.0617
SEC_019,SUSPECT,3.249,2.52,3.747,0.243,3.569,2.731,0.838,9.747,0.1131
SEC_001,NORMAL,3.434,2.981,3.967,0.089,3.488,3.351,0.137,5.625,0.0777
SEC_014,NORMAL,3.465,2.896,3.924,0.1,3.644,3.305,0.339,5.275,0.0531
SEC_016,NORMAL,3.739,3.173,4.089,0.128,3.79,3.602,0.188,4.813,0.0749
SEC_005,SUSPECT,2.783,1.859,3.296,0.162,3.511,2.064,1.448,8.313,0.0904
SEC_009,SUSPECT,3.125,2.258,3.815,0.154,3.533,2.867,0.666,8.071,0.1132
SEC_017,SUSPECT,3.53,2.904,4.119,0.3,4.021,2.993,1.029,7.4,0.1546
SEC_007,NORMAL,3.566,3.05,4.127,0.083,3.601,3.59,0.012,1.486,0.0412
SEC_004,NORMAL,3.689,3.079,4.208,0.147,3.669,3.623,0.046,3.907,0.0584
SEC_010,NORMAL,3.721,3.065,3.996,0.058,3.622,3.547,0.075,5.234,0.054
SEC_004,FUITE,1.706,0.315,2.195,0.423,2.801,0.786,2.015,23.499,0.2181
SEC_014,SUSPECT,3.054,2.281,3.459,0.316,3.731,2.366,1.365,8.88,0.169
SEC_001,NORMAL,3.379,3.107,3.938,0.127,3.423,3.396,0.027,2.212,0.0351
SEC_020,SUSPECT,3.106,2.448,3.754,0.345,3.372,2.909,0.463,6.017,0.1251
SEC_020,NORMAL,3.582,3.279,3.94,0.123,3.647,3.526,0.12,3.225,0.0519
SEC_015,SUSPECT,3.534,2.451,3.866,0.168,4.135,2.758,1.377,9.268,0.0905
SEC_018,NORMAL,3.401,3.055,3.936,0.075,3.395,3.354,0.04,3.118,0.0387
SEC_014,SUSPECT,3.219,2.543,3.717,0.279,3.739,2.703,1.036,6.701,0.1277
SEC_003,FUITE,2.71,1.42,3.212,0.461,3.917,1.556,2.362,20.507,0.2229
SEC_013,NORMAL,3.817,3.275,4.27,0.059,3.859,3.736,0.123,5.119,0.0502
SEC_001,NORMAL,3.5,3.151,4.045,0.091,3.701,3.332,0.369,3.649,0.0596
SEC_020,FUITE,2.637,1.456,3.18,0.761,3.475,1.745,1.729,16.497,0.1801
SEC_011,NORMAL,3.598,3.028,4.027,0.063,3.777,3.419,0.358,4.329,0.0281
SEC_015,NORMAL,3.731,3.372,4.162,0.136,3.88,3.6,0.281,4.865,0.032
SEC_003,NORMAL,3.606,3.017,3.901,0.121,3.619,3.508,0.111,1.45,0.0706
SEC_009,SUSPECT,2.79,2.209,3.06,0.194,3.482,2.02,1.462,6.621,0.128
SEC_012,NORMAL,3.486,3.085,3.992,0.105,3.588,3.277,0.311,1.092,0.0701
SEC_007,NORMAL,3.21,2.955,3.645,0.126,3.403,3.115,0.289,2.827,0.0154
SEC_016,FUITE,2.78,1.883,2.974,0.506,4.201,1.346,2.854,13.099,0.347
SEC_004,NORMAL,3.598,3.07,3.956,0.083,3.728,3.568,0.16,4.897,0.0496
SEC_019,NORMAL,3.628,3.27,4.095,0.148,3.761,3.383,0.379,6.145,0.0766
SEC_014,NORMAL,3.261,2.717,3.781,0.15,3.427,3.157,0.269,1.323,0.0182
SEC_004,SUSPECT,2.575,2.023,3.233,0.282,2.97,2.169,0.801,8.072,0.1483
SEC_010,NORMAL,3.451,3.076,3.989,0.06,3.611,3.27,0.341,3.727,0.0636
SEC_006,FUITE,2.805,1.562,3.072,0.367,4.315,1.217,3.098,12.394,0.24
SEC_015,NORMAL,3.82,3.372,4.228,0.091,3.977,3.669,0.308,3.289,0.0748
SEC_006,FUITE,2.623,1.381,2.816,0.523,3.795,1.216,2.579,15.77,0.2772
SEC_004,NORMAL,3.258,2.763,3.82,0.053,3.291,3.192,0.099,5.887,0.068
SEC_010,NORMAL,3.599,3.107,3.968,0.091,3.776,3.399,0.377,3.874,0.0466
SEC_017,SUSPECT,2.554,1.819,3.119,0.287,2.971,1.956,1.015,6.561,0.0989
SEC_015,NORMAL,3.713,3.186,4.01,0.068,3.811,3.566,0.245,0.849,0.0171
SEC_011,SUSPECT,3.229,2.344,3.835,0.307,3.452,3.028,0.424,7.634,0.0869
SEC_012,SUSPECT,3.089,2.052,3.454,0.288,3.444,2.555,0.889,7.841,0.1266
SEC_008,SUSPECT,2.57,1.8,3.351,0.312,3.172,2.141,1.031,6.854,0.1477
SEC_005,FUITE,2.24,0.883,2.506,0.594,3.209,1.368,1.84,10.786,0.271
SEC_005,NORMAL,3.426,2.91,3.853,0.055,3.528,3.308,0.22,5.0,0.0185
SEC_005,FUITE,2.949,1.549,3.341,0.421,3.978,2.066,1.912,24.883,0.3833
SEC_004,FUITE,2.049,0.53,2.208,0.619,3.499,0.49,3.009,20.593,0.4159
SEC_016,FUITE,3.413,1.914,3.826,0.798,5.127,1.635,3.492,22.744,0.1972
SEC_001,NORMAL,3.787,3.447,4.255,0.122,3.846,3.674,0.173,6.01,0.0318
SEC_015,NORMAL,3.467,3.106,4.055,0.087,3.506,3.421,0.084,1.209,0.0264
SEC_014,NORMAL,3.329,2.962,3.912,0.092,3.436,3.259,0.177,2.965,0.0329
SEC_008,SUSPECT,3.354,2.292,3.912,0.197,3.971,2.61,1.361,8.926,0.1542
SEC_011,FUITE,2.073,1.024,2.47,0.468,3.463,0.577,2.886,15.865,0.2918
SEC_020,NORMAL,3.587,3.128,4.134,0.132,3.652,3.433,0.218,2.263,0.0336
SEC_020,NORMAL,3.488,3.087,3.943,0.059,3.622,3.367,0.255,2.339,0.0706
SEC_008,NORMAL,3.59,3.113,4.112,0.147,3.66,3.456,0.204,4.537,0.0503
SEC_007,NORMAL,3.59,3.133,4.185,0.066,3.717,3.503,0.214,2.551,0.025
SEC_001,NORMAL,3.579,3.116,4.153,0.141,3.624,3.556,0.067,1.256,0.0305
SEC_001,NORMAL,3.31,2.963,3.745,0.129,3.469,3.143,0.325,1.613,0.0206
SEC_018,SUSPECT,2.635,1.83,3.251,0.297,3.127,2.079,1.048,6.008,0.1702
SEC_018,NORMAL,3.645,3.155,4.173,0.136,3.881,3.52,0.361,5.965,0.0666
SEC_014,SUSPECT,3.94,3.294,4.443,0.293,4.567,3.312,1.255,7.332,0.0947
SEC_014,NORMAL,3.147,2.55,3.476,0.087,3.228,3.014,0.214,3.179,0.0299
SEC_018,NORMAL,3.55,3.135,4.012,0.136,3.732,3.418,0.314,4.863,0.0294
SEC_010,NORMAL,3.496,2.978,4.007,0.137,3.59,3.522,0.068,2.573,0.0345
SEC_004,NORMAL,3.547,3.076,3.926,0.069,3.561,3.455,0.106,2.458,0.0536
SEC_001,FUITE,2.714,1.377,3.101,0.74,3.464,1.845,1.619,20.89,0.2708
SEC_001,FUITE,1.789,0.831,2.197,0.532,2.718,1.021,1.696,24.519,0.2174
SEC_003,SUSPECT,3.414,2.565,3.713,0.35,3.636,3.083,0.553,6.935,0.0956
SEC_018,FUITE,2.321,1.179,2.735,0.532,3.265,1.28,1.985,23.29,0.4269
SEC_012,NORMAL,3.172,2.666,3.773,0.086,3.257,3.257,0.0,5.129,0.0723
SEC_020,NORMAL,3.848,3.405,4.278,0.069,3.959,3.582,0.377,3.159,0.0118
SEC_011,FUITE,3.3,2.034,3.667,0.598,4.987,1.906,3.081,13.807,0.2729
SEC_007,NORMAL,3.324,2.89,3.882,0.069,3.516,3.116,0.4,2.144,0.0527
SEC_007,FUITE,3.021,2.233,3.58,0.55,4.763,1.4,3.363,17.032,0.3674
SEC_002,FUITE,2.532,0.989,3.013,0.468,3.355,1.581,1.774,17.517,0.3752
SEC_018,NORMAL,3.319,2.918,3.69,0.128,3.361,3.284,0.077,4.356,0.0152
SEC_006,NORMAL,3.473,2.913,3.81,0.069,3.578,3.292,0.286,2.638,0.0333
SEC_009,NORMAL,3.777,3.324,4.003,0.15,3.771,3.599,0.172,4.758,0.0585
SEC_016,NORMAL,3.247,2.861,3.643,0.06,3.305,3.197,0.108,4.099,0.0763
SEC_005,SUSPECT,3.045,2.184,3.463,0.31,3.715,2.462,1.253,7.925,0.1085
SEC_016,NORMAL,3.73,3.254,4.045,0.15,3.753,3.571,0.183,2.779,0.0352
SEC_005,FUITE,2.036,0.702,2.438,0.517,3.389,0.744,2.645,24.031,0.2902
SEC_015,SUSPECT,3.085,2.43,3.854,0.287,3.612,2.718,0.894,9.87,0.1669
SEC_006,NORMAL,3.106,2.669,3.67,0.062,3.205,3.137,0.068,5.389,0.0708
SEC_009,NORMAL,3.467,2.974,3.925,0.072,3.503,3.456,0.047,2.083,0.0685
SEC_008,NORMAL,3.468,2.885,3.761,0.056,3.413,3.387,0.026,1.533,0.0386
SEC_018,SUSPECT,2.463,1.752,2.814,0.274,3.222,1.746,1.476,7.127,0.1192
SEC_011,NORMAL,3.598,3.183,4.07,0.096,3.818,3.422,0.396,5.37,0.0401
SEC_006,NORMAL,3.463,2.881,3.94,0.146,3.455,3.386,0.069,2.049,0.0425
SEC_013,NORMAL,3.372,3.02,3.789,0.092,3.466,3.272,0.195,3.719,0.0276
SEC_008,NORMAL,3.358,2.961,3.768,0.109,3.489,3.254,0.234,2.911,0.0318
